date,USDT_BTC,USDT_ETH,USDT_BCH,USDT_XRP,USDT_ETC,USDT_XMR,USDT_LTC,USDT_STR,USDT_DASH
2015-03-15 20:00:00,282.10800036,,,0.010999799999999999,,0.79984728,1.87000001,0.00432888,3.99999999
2015-03-16 00:00:00,300.9999995,,,0.010999799999999999,,0.79984728,1.87000001,0.00432888,3.99999999
2015-03-16 04:00:00,275.0,,,0.010999799999999999,,0.7998472999999999,1.87000001,0.00432888,3.99999999
2015-03-16 08:00:00,275.0,,,0.010999799999999999,,0.40000001,1.87000001,0.00432888,3.99999999
2015-03-16 12:00:00,275.0,,,0.010999799999999999,,0.40000001,1.87000001,0.00432888,3.99999999
2015-03-16 16:00:00,275.0,,,0.010999799999999999,,0.40000001,1.87000001,0.00432888,3.99999999
2015-03-16 20:00:00,275.0,,,0.010999799999999999,,0.40000001,1.87000001,0.00432888,3.99999999
2015-03-17 00:00:00,275.0,,,0.010999799999999999,,0.40000001,1.87000001,0.00432888,3.99999999
2015-03-17 04:00:00,275.0,,,0.010999799999999999,,0.40000001,1.87000001,0.00432888,3.99999999
2015-03-17 08:00:00,275.0,,,0.010999799999999999,,0.40000001,1.87000001,0.00029991,3.99999999
2015-03-17 12:00:00,275.00000003,,,0.010999799999999999,,0.40000001,2.6499999,0.00030000000000000003,3.99999999
2015-03-17 16:00:00,275.00000003,,,0.010999799999999999,,0.40000001,2.6499999,0.00030000000000000003,3.99999999
2015-03-17 20:00:00,275.00000003,,,0.00356027,,0.40000001,2.6499999,0.00030000000000000003,3.99999999
2015-03-18 00:00:00,275.00000003,,,0.00356027,,0.40000001,2.6499999,0.00030000000000000003,3.99999999
2015-03-18 04:00:00,275.00000003,,,0.00356027,,0.40000001,2.6499999,0.00030000000000000003,3.99999999
2015-03-18 08:00:00,280.0,,,0.00356027,,0.40000001,2.6499999,0.00030000000000000003,3.99999999
2015-03-18 12:00:00,280.0,,,0.00356027,,0.40000001,2.6499999,0.00030000000000000003,3.99999999
2015-03-18 16:00:00,275.00000004,,,0.00356027,,0.40000001,2.6499999,0.00030000000000000003,3.99999999
2015-03-18 20:00:00,262.09000001,,,0.00356027,,0.40000001,2.6499999,0.00030000000000000003,3.99999999
2015-03-19 00:00:00,267.01000006,,,0.00356027,,0.40000001,2.6499999,0.00030000000000000003,3.99999999
2015-03-19 04:00:00,257.00000001,,,0.00356027,,0.40000001,2.6499999,0.00029881,3.99999999
2015-03-19 08:00:00,257.00000001,,,0.00356027,,0.40000001,2.6499999,0.00029881,3.99999999
2015-03-19 12:00:00,254.79000001,,,0.00356027,,0.40000001,2.6499999,0.00029881,3.99999999
2015-03-19 16:00:00,254.79000001,,,0.00356027,,0.40000001,2.6499999,0.00029881,3.99999999
2015-03-19 20:00:00,264.84631516,,,0.00356027,,0.40000001,2.6499999,0.00029881,3.99999999
2015-03-20 00:00:00,264.84631516,,,0.00356027,,0.40000001,2.6499999,0.00029881,3.99999999
2015-03-20 04:00:00,255.50064125,,,0.00356027,,0.40000001,2.6499999,0.00029881,3.99999999
2015-03-20 08:00:00,267.97667574,,,0.00356027,,0.40000001,2.6499999,0.00029881,3.99999999
2015-03-20 12:00:00,265.97498471,,,0.00356027,,0.40000001,2.6499999,0.00029881,3.99999999
2015-03-20 16:00:00,254.82343263,,,0.00356027,,0.40000001,2.6499999,0.00029881,3.99999999
2015-03-20 20:00:00,263.56083094,,,0.00356027,,0.40000001,2.6499999,0.00029881,3.99999999
2015-03-21 00:00:00,263.56083094,,,0.00356027,,0.40000001,2.6499999,0.00029881,3.9999966
2015-03-21 04:00:00,262.24467816,,,0.00356027,,0.40000001,2.5,0.00029881,4.00000001
2015-03-21 08:00:00,256.13784798,,,0.00356027,,0.9999999700000001,1.01200011,0.00029881,4.00000001
2015-03-21 12:00:00,256.13784798,,,0.00356027,,0.9999999700000001,1.01200011,0.00029881,4.00000001
